avg_elo,avg_opponent_elo,win_rate,loss_rate,draw_rate,avg_moves,freq_Sicilian Defense,freq_French Defense,freq_Queen's Pawn Game,freq_Scandinavian Defense,freq_King's Pawn Game,freq_English Opening,freq_Caro-Kann Defense,freq_Philidor Defense,freq_Italian Game,freq_Modern Defense,freq_Blitz,freq_Bullet,freq_Classical,freq_Correspondence
0.6367266544558073,0.6094135731857603,0.1128397881618641,-0.1534971430745664,0.11966142935818035,0.35294964038816035,0.005913400865236497,-0.05454885168885403,-0.043145467802254055,-0.12946273359408597,-0.16385643629034816,-0.08911992681831866,-0.08924218768607069,-0.07251788785669463,0.19497590388100347,-0.10072784671125844,-0.7778005615493099,-0.4172994804471684,1.066844321247812,-0.14940910257976447
-0.8437735057179995,-0.4851148385211698,-0.8315862181550628,0.8717704101328754,-0.1453765355365815,-0.2810109543456962,-0.19703065035830536,-0.11114501242924062,-0.011313657913819906,-0.03777357362414381,-0.005209594893878749,-0.14067935553666408,-0.15043996430301304,-0.07279777852815061,-0.0424077903077431,-0.13080286562515128,1.1247540890255785,-0.3183966811595011,-0.8154303366731167,-0.14334285211399292
-0.40913376486671765,-0.8068294509304171,0.9835625152985169,-0.9137731448885139,-0.16082520089405314,-0.2750148219270823,-0.388627472826749,-0.17671958834483986,-0.06278230602388352,-0.08149383718918957,0.12804386223372283,-0.17804662249705933,-0.17983423881607066,-0.09978756014931073,0.023696226086437896,-0.1711459876687021,-0.7889921596849051,-0.41391626597574166,1.0692991506133687,-0.1299871576613831
1.3126420956398017,1.1645402432543919,0.3875053306842095,-0.3798154975830464,-0.008488173700246345,0.43726933598625856,-0.04552507399962222,-0.004314220794377229,-0.13533835759386587,-0.0257771446442666,-0.29813510263066556,-0.006248897949629093,0.13714320783457318,-0.26806507182147765,-0.252644894407464,0.1618817383594902,-0.7083969080713295,2.4847194482806576,-0.9410096094983454,-0.1532927489055215
-0.09350697585531507,0.23429564675329584,-1.1905739380121456,1.2656137506639475,-0.25612118267200085,-0.1358181751544289,3.4554370852611886,-0.3817796149853725,-0.38178591384661326,-0.3323677490206559,-0.3413068242172154,-0.22277684173780377,-0.24013460791622535,-0.2825794380361988,-0.301595400683235,-0.23079812124677823,0.12180464858120992,-0.24139639960159578,0.09015825231624035,-0.14584244868311427
-0.2301969725778692,-0.22603948661038886,0.015404923407893881,0.05316191476473604,-0.19295104465833893,-0.19876161792897068,-0.39891365155658093,-0.34357759587770714,-0.3281707397005355,-0.25674259570294783,-0.18490106717746072,-0.24998169441074228,-0.26694768512581385,-0.2469546396523875,5.87695942490458,-0.2431661236695065,-0.332790774247572,-0.30595661239826666,0.505090165759798,0.055733433173784507
-0.27394900674351497,-0.5982939247561956,0.6233546944547569,-0.5934483351782558,-0.06135847914084442,0.03881420274527621,0.00752958983072857,-0.08085780367378151,-0.02316469100009423,-0.052104827269510115,-0.10221680206733177,-0.14660199752863648,-0.14084918541211072,-0.01945326692535694,0.053636162697713756,-0.11618660467210691,1.1800974143926124,-0.330394612499669,-0.858865069861034,-0.14760454882065732
-0.24186563879173642,-0.2500297860188968,-0.03965876964509054,0.08564422323334828,-0.13101763836270505,-0.8894304629615877,-0.2049020243539842,-0.07161159364204221,0.025125271769658536,-0.25667021344410995,0.23426710384810426,-0.12742553654301672,-0.12507638257215686,-0.1378259419969061,-0.21809002638552852,-0.17116672962155358,-0.8693169206601377,-0.43022816401401487,-0.9304506769635364,6.680932784842785
0.27040587870619265,0.2535640162396654,0.13854196531822854,-0.11474631591099169,-0.06173758906101809,0.13360838428525512,-0.3901882284236966,-0.3076241818082584,-0.21883367374073184,-0.2514909326321129,-0.3085566042155285,-0.06203175468566518,5.092481864709741,-0.24088333744404125,-0.21886748688819277,-0.18852290295245377,0.1805063246525031,-0.17778340309414808,-0.03124074527683768,-0.07132890013655936
-0.8826678586738635,-0.8824565923190101,-0.19752255854929193,0.24385956078753615,-0.1390000520892316,-0.34190230843552943,-0.4653304033018715,-0.24652228641252655,-0.2561356315137729,-0.2123080742450439,4.302415446128842,-0.23866140617844622,-0.23417973148085366,-0.16432980961129912,-0.2587791513386251,-0.20436060606186934,-0.41516554073971534,-0.34764821677740904,0.6641524632399215,-0.11590792821728407
